"population" "brood_ID" "date" "hatch_date" "care_system"
"KIP" "KIP_2013_-36" 2013-06-02 2013-05-21 "male_care"
"KIP" "KIP_2013_-36" 2013-06-14 2013-05-21 "male_care"
"KIP" "KIP_2013_-35" 2013-06-01 2013-05-13 "female_care"
"KIP" "KIP_2013_-34" 2013-05-31 2013-05-01 "male_care"
"KIP" "KIP_2013_-34" 2013-06-07 2013-05-01 "male_care"
"KIP" "KIP_2013_-33" 2013-05-31 2013-05-01 "male_care"
"KIP" "KIP_2013_-33" 2013-06-07 2013-05-01 "male_care"
"KIP" "KIP_2013_-32" 2013-05-27 2013-05-25 "male_care"
"KIP" "KIP_2013_-31" 2013-05-25 2013-05-18 "male_care"
"KIP" "KIP_2013_-29" 2013-05-24 2013-05-17 "male_care"
"KIP" "KIP_2013_-28" 2013-05-24 2013-05-19 "male_care"
"KIP" "KIP_2013_-28" 2013-06-16 2013-05-19 "male_care"
"KIP" "KIP_2013_-28" 2013-06-19 2013-05-19 "male_care"
"KIP" "KIP_2013_-27" 2013-05-24 2013-05-16 "female_care"
"KIP" "KIP_2013_-26" 2013-05-23 2013-05-20 "male_care"
"KIP" "KIP_2013_-25" 2013-05-22 2013-05-22 "male_care"
"KIP" "KIP_2013_-24" 2013-05-20 2013-05-13 "male_care"
"KIP" "KIP_2013_-24" 2013-05-27 2013-05-13 "male_care"
"KIP" "KIP_2013_-23" 2013-05-19 2013-05-19 "male_care"
"KIP" "KIP_2013_-21" 2013-05-18 2013-05-18 "male_care"
"KIP" "KIP_2013_-20" 2013-05-18 2013-05-11 "female_care"
"KIP" "KIP_2013_-20" 2013-05-27 2013-05-11 "female_care"
"KIP" "KIP_2013_-20" 2013-06-07 2013-05-11 "female_care"
"KIP" "KIP_2013_-19" 2013-06-07 2013-05-10 "male_care"
"KIP" "KIP_2013_-19" 2013-06-10 2013-05-10 "male_care"
"KIP" "KIP_2013_-19" 2013-06-16 2013-05-10 "male_care"
"KIP" "KIP_2013_-18" 2013-05-14 2013-05-14 "male_care"
"KIP" "KIP_2013_-18" 2013-06-17 2013-05-14 "male_care"
"KIP" "KIP_2013_-17" 2013-05-14 2013-05-14 "male_care"
"KIP" "KIP_2013_-16" 2013-05-11 2013-05-02 "female_care"
"KIP" "KIP_2013_-16" 2013-06-02 2013-05-02 "female_care"
"KIP" "KIP_2013_-15" 2013-05-11 2013-05-11 "female_care"
"KIP" "KIP_2013_-14" 2013-05-10 2013-05-10 "male_care"
"KIP" "KIP_2013_-13" 2013-05-10 2013-05-07 "male_care"
"KIP" "KIP_2013_-13" 2013-05-15 2013-05-07 "male_care"
"KIP" "KIP_2013_-12" 2013-05-08 2013-04-17 "male_care"
"KIP" "KIP_2013_-12" 2013-05-24 2013-04-17 "male_care"
"KIP" "KIP_2013_-11" 2013-05-08 2013-04-27 "male_care"
"KIP" "KIP_2013_-9" 2013-05-07 2013-04-22 "male_care"
"KIP" "KIP_2013_-9" 2013-05-23 2013-04-22 "male_care"
"KIP" "KIP_2013_-8" 2013-05-05 2013-04-14 "male_care"
"KIP" "KIP_2013_-7" 2013-05-04 2013-04-22 "male_care"
"KIP" "KIP_2013_-7" 2013-05-06 2013-04-22 "male_care"
"KIP" "KIP_2013_-5" 2013-04-30 2013-04-19 "male_care"
"KIP" "KIP_2013_-5" 2013-05-10 2013-04-19 "male_care"
"KIP" "KIP_2013_-5" 2013-05-11 2013-04-19 "male_care"
"KIP" "KIP_2013_-5" 2013-05-17 2013-04-19 "male_care"
"KIP" "KIP_2013_-4" 2013-04-30 2013-04-22 "female_care"
"KIP" "KIP_2013_-4" 2013-05-27 2013-04-22 "female_care"
"KIP" "KIP_2013_-2" 2013-04-23 2013-04-18 "female_care"
"KIP" "KIP_2013_2" 2013-04-03 2013-04-03 "female_care"
"KIP" "KIP_2013_5" 2013-04-06 2013-04-06 "male_care"
"KIP" "KIP_2013_5" 2013-04-12 2013-04-06 "male_care"
"KIP" "KIP_2013_6" 2013-04-10 2013-04-10 "male_care"
"KIP" "KIP_2013_17" 2013-04-06 2013-04-04 "male_care"
"KIP" "KIP_2013_19" 2013-04-12 2013-04-12 "male_care"
"KIP" "KIP_2013_20" 2013-04-16 2013-04-11 "male_care"
"KIP" "KIP_2013_25" 2013-04-14 2013-04-14 "male_care"
"KIP" "KIP_2013_25" 2013-04-26 2013-04-14 "male_care"
"KIP" "KIP_2013_29" 2013-04-25 2013-04-12 "male_care"
"KIP" "KIP_2013_29" 2013-04-26 2013-04-12 "male_care"
"KIP" "KIP_2013_31" 2013-04-09 2013-04-08 "male_care"
"KIP" "KIP_2013_40" 2013-04-02 2013-04-02 "male_care"
"KIP" "KIP_2013_80" 2013-04-22 2013-04-22 "male_care"
"KIP" "KIP_2013_83" 2013-04-28 2013-04-21 "male_care"
"KIP" "KIP_2013_83" 2013-05-05 2013-04-21 "male_care"
"KIP" "KIP_2013_97" 2013-05-05 2013-05-05 "male_care"
"KIP" "KIP_2013_97" 2013-05-17 2013-05-05 "male_care"
"KIP" "KIP_2013_97" 2013-05-22 2013-05-05 "male_care"
"KIP" "KIP_2013_129" 2013-04-28 2013-04-21 "male_care"
"KIP" "KIP_2013_129" 2013-05-04 2013-04-21 "male_care"
"KIP" "KIP_2013_129" 2013-05-16 2013-04-21 "male_care"
"KIP" "KIP_2013_131" 2013-04-28 2013-04-16 "male_care"
"KIP" "KIP_2013_131" 2013-05-16 2013-04-16 "male_care"
"KIP" "KIP_2013_134" 2013-04-23 2013-04-23 "male_care"
"KIP" "KIP_2013_136" 2013-04-26 2013-04-23 "male_care"
"KIP" "KIP_2013_136" 2013-04-28 2013-04-23 "male_care"
"KIP" "KIP_2013_157" 2013-04-28 2013-04-25 "male_care"
"KIP" "KIP_2013_157" 2013-05-02 2013-04-25 "male_care"
"KIP" "KIP_2013_157" 2013-05-16 2013-04-25 "female_care"
"KIP" "KIP_2013_160" 2013-04-28 2013-04-27 "male_care"
"KIP" "KIP_2013_160" 2013-05-07 2013-04-27 "male_care"
"KIP" "KIP_2013_161" 2013-04-26 2013-04-25 "male_care"
"KIP" "KIP_2013_206" 2013-04-06 2013-04-04 "male_care"
"KIP" "KIP_2013_206" 2013-04-11 2013-04-04 "male_care"
"KIP" "KIP_2013_348" 2013-05-11 2013-05-11 "female_care"
"KIP" "KIP_2013_352" 2013-05-03 2013-05-03 "female_care"
"KIP" "KIP_2013_352" 2013-05-04 2013-05-03 "female_care"
"KIP" "KIP_2013_352" 2013-05-22 2013-05-03 "female_care"
"KIP" "KIP_2013_352" 2013-05-27 2013-05-03 "female_care"
"KIP" "KIP_2013_358" 2013-05-09 2013-05-09 "male_care"
"KIP" "KIP_2013_360" 2013-06-07 2013-05-28 "male_care"
"KIP" "KIP_2013_372" 2013-05-07 2013-05-07 "male_care"
"KIP" "KIP_2013_382" 2013-05-22 2013-05-22 "male_care"
"KIP" "KIP_2013_382" 2013-06-02 2013-05-22 "male_care"
"KIP" "KIP_2013_382" 2013-06-06 2013-05-22 "male_care"
"KIP" "KIP_2013_384" 2013-06-16 2013-06-15 "male_care"
"KIP" "KIP_2013_402" 2013-05-20 2013-05-20 "female_care"
"KIP" "KIP_2013_-19" 2013-05-16 2013-05-10 "male_care"
"MP" "MP_2013_-104" 2013-05-06 2013-05-01 "male_care"
"MP" "MP_2013_-103" 2013-05-06 2013-04-23 "biparental_care"
"MP" "MP_2013_-103" 2013-05-07 2013-04-23 "biparental_care"
"MP" "MP_2013_-102" 2013-04-24 2013-04-23 "biparental_care"
"MP" "MP_2013_-102" 2013-04-28 2013-04-23 "biparental_care"
"MP" "MP_2013_-102" 2013-05-11 2013-04-23 "biparental_care"
"MP" "MP_2013_-102" 2013-05-16 2013-04-23 "biparental_care"
"MP" "MP_2013_-102" 2013-05-23 2013-04-23 "biparental_care"
"MP" "MP_2013_-101" 2013-05-01 2013-04-21 "biparental_care"
"MP" "MP_2013_-2" 2013-06-12 2013-06-12 "biparental_care"
"MP" "MP_2013_-1" 2013-05-06 2013-04-26 "biparental_care"
"MP" "MP_2013_1" 2013-04-01 2013-04-01 "biparental_care"
"MP" "MP_2013_1" 2013-04-10 2013-04-01 "biparental_care"
"MP" "MP_2013_2" 2013-04-01 2013-04-01 "biparental_care"
"MP" "MP_2013_2" 2013-04-09 2013-04-01 "biparental_care"
"MP" "MP_2013_8" 2013-04-25 2013-04-25 "biparental_care"
"MP" "MP_2013_8" 2013-05-02 2013-04-25 "female_care"
"MP" "MP_2013_8" 2013-05-06 2013-04-25 "biparental_care"
"MP" "MP_2013_9" 2013-04-22 2013-04-16 "biparental_care"
"MP" "MP_2013_9" 2013-05-07 2013-04-16 "biparental_care"
"MP" "MP_2013_26" 2013-04-29 2013-04-29 "biparental_care"
"MP" "MP_2013_26" 2013-05-16 2013-04-29 "biparental_care"
"MP" "MP_2013_26" 2013-06-07 2013-04-29 "biparental_care"
"MP" "MP_2013_42" 2013-06-01 2013-06-01 "biparental_care"
"MP" "MP_2013_42" 2013-06-12 2013-06-01 "biparental_care"
"MP" "MP_2013_44" 2013-06-04 2013-06-04 "biparental_care"
"MP" "MP_2013_102" 2013-04-23 2013-04-23 "biparental_care"
"MP" "MP_2013_210" 2013-04-30 2013-04-27 "biparental_care"
"WFP" "WFP_2013_-103" 2013-05-01 2013-04-16 "biparental_care"
"WFP" "WFP_2013_-103" 2013-05-04 2013-04-16 "biparental_care"
"WFP" "WFP_2013_-103" 2013-05-18 2013-04-16 "biparental_care"
"WFP" "WFP_2013_-102" 2013-04-30 2013-04-14 "biparental_care"
"WFP" "WFP_2013_-102" 2013-05-04 2013-04-14 "biparental_care"
"WFP" "WFP_2013_-101" 2013-04-27 2013-04-19 "biparental_care"
"WFP" "WFP_2013_-8" 2013-06-21 2013-06-08 "biparental_care"
"WFP" "WFP_2013_-7" 2013-06-11 2013-05-25 "biparental_care"
"WFP" "WFP_2013_-7" 2013-06-17 2013-05-25 "biparental_care"
"WFP" "WFP_2013_-6" 2013-06-09 2013-06-01 "biparental_care"
"WFP" "WFP_2013_-5" 2013-06-06 2013-05-22 "biparental_care"
"WFP" "WFP_2013_-5" 2013-06-10 2013-05-22 "biparental_care"
"WFP" "WFP_2013_-4" 2013-06-04 2013-05-30 "biparental_care"
"WFP" "WFP_2013_-3" 2013-06-04 2013-05-13 "biparental_care"
"WFP" "WFP_2013_-3" 2013-06-16 2013-05-13 "biparental_care"
"WFP" "WFP_2013_-2" 2013-05-17 2013-05-12 "biparental_care"
"WFP" "WFP_2013_-2" 2013-05-21 2013-05-12 "biparental_care"
"WFP" "WFP_2013_-2" 2013-06-08 2013-05-12 "biparental_care"
"WFP" "WFP_2013_-2" 2013-06-13 2013-05-12 "biparental_care"
"WFP" "WFP_2013_-1" 2013-04-28 2013-04-12 "biparental_care"
"WFP" "WFP_2013_5" 2013-04-14 2013-04-13 "biparental_care"
"WFP" "WFP_2013_8" 2013-05-02 2013-04-07 "female_care"
"WFP" "WFP_2013_27" 2013-04-10 2013-04-10 "biparental_care"
"WFP" "WFP_2013_48" 2013-05-05 2013-04-30 "biparental_care"
"WFP" "WFP_2013_48" 2013-05-06 2013-04-30 "biparental_care"
"WFP" "WFP_2013_48" 2013-05-22 2013-04-30 "biparental_care"
"WFP" "WFP_2013_48" 2013-05-27 2013-04-30 "biparental_care"
"WFP" "WFP_2013_48" 2013-06-08 2013-04-30 "biparental_care"
"WFP" "WFP_2013_65" 2013-06-07 2013-06-06 "biparental_care"
"WFP" "WFP_2013_65" 2013-06-14 2013-06-06 "biparental_care"
"WFP" "WFP_2013_65" 2013-06-18 2013-06-06 "biparental_care"
"WFP" "WFP_2013_71" 2013-06-09 2013-06-09 "biparental_care"
"WFP" "WFP_2013_103" 2013-04-07 2013-04-06 "biparental_care"
"WFP" "WFP_2013_103" 2013-04-10 2013-04-06 "biparental_care"
"WFP" "WFP_2013_103" 2013-04-11 2013-04-06 "biparental_care"
"WFP" "WFP_2013_103" 2013-04-12 2013-04-06 "female_care"
"WFP" "WFP_2013_103" 2013-04-13 2013-04-06 "biparental_care"
"WFP" "WFP_2013_103" 2013-04-14 2013-04-06 "biparental_care"
"WFP" "WFP_2013_103" 2013-04-22 2013-04-06 "biparental_care"
"WFP" "WFP_2013_103" 2013-04-24 2013-04-06 "biparental_care"
"WFP" "WFP_2013_106" 2013-04-23 2013-04-23 "biparental_care"
"WFP" "WFP_2013_120" 2013-04-29 2013-04-28 "female_care"
"WFP" "WFP_2013_120" 2013-05-01 2013-04-28 "biparental_care"
"WFP" "WFP_2013_120" 2013-05-04 2013-04-28 "biparental_care"
"WFP" "WFP_2013_120" 2013-05-04 2013-04-28 "biparental_care"
"WFP" "WFP_2013_120" 2013-05-05 2013-04-28 "biparental_care"
"WFP" "WFP_2013_120" 2013-05-08 2013-04-28 "biparental_care"
"WFP" "WFP_2013_121" 2013-04-29 2013-04-29 "biparental_care"
"WFP" "WFP_2013_121" 2013-05-01 2013-04-29 "biparental_care"
"WFP" "WFP_2013_121" 2013-05-09 2013-04-29 "biparental_care"
"KIP" "KIP_2014_110" 2014-03-14 2014-03-14 "male_care"
"MP" "MP_2014_-101" 2014-03-11 2014-02-09 "biparental_care"
"MP" "MP_2014_105" 2014-03-28 2014-03-28 "biparental_care"
"MP" "MP_2014_105" 2014-04-07 2014-03-28 "biparental_care"
"WFP" "WFP_2014_-13" 2014-05-20 2014-05-20 "male_care"
"KIP" "KIP_2014_-307" 2014-04-06 2014-04-02 "male_care"
"MP" "MP_2014_-303" 2014-04-06 2014-04-03 "female_care"
"KIP" "KIP_2014_-5" 2014-03-14 2014-03-11 "male_care"
"KIP" "KIP_2014_-6" 2014-03-17 2014-03-11 "male_care"
"KIP" "KIP_2014_-8" 2014-03-21 2014-03-19 "male_care"
"MP" "MP_2014_2" 2014-03-21 2014-03-19 "biparental_care"
"MP" "MP_2014_2" 2014-03-24 2014-03-19 "biparental_care"
"WFP" "WFP_2014_2" 2014-03-26 2014-03-19 "biparental_care"
"MP" "MP_2014_2" 2014-03-28 2014-03-19 "biparental_care"
"WFP" "WFP_2014_2" 2014-04-08 2014-03-19 "biparental_care"
"WFP" "WFP_2014_9" 2014-04-08 2014-04-03 "biparental_care"
"KIP" "KIP_2014_-6" 2014-04-10 2014-03-11 "male_care"
"WFP" "WFP_2014_2" 2014-04-17 2014-03-19 "biparental_care"
"WFP" "WFP_2014_18" 2014-04-18 2014-04-16 "male_care"
"WFP" "WFP_2014_2" 2014-04-19 2014-03-19 "biparental_care"
"MP" "MP_2014_-2" 2014-04-19 2014-03-17 "biparental_care"
"WFP" "WFP_2014_9" 2014-04-26 2014-04-03 "biparental_care"
"KIP" "KIP_2014_32" 2014-04-27 2014-04-11 "female_care"
"MP" "MP_2014_-201" 2014-03-19 2014-02-13 "biparental_care"
"MP" "MP_2014_-301" 2014-03-19 2014-02-23 "biparental_care"
"MP" "MP_2014_-302" 2014-03-25 2014-03-12 "biparental_care"
"KIP" "KIP_2014_-301" 2014-03-25 2014-03-23 "male_care"
"WFP" "WFP_2014_-201" 2014-03-25 2014-03-08 "biparental_care"
"WFP" "WFP_2014_-202" 2014-03-24 2014-03-24 "biparental_care"
"WFP" "WFP_2014_-203" 2014-04-11 2014-04-09 "biparental_care"
"MP" "MP_2014_-201" 2014-03-15 2014-02-13 "biparental_care"
"KIP" "KIP_2014_-201" 2014-03-14 2014-03-13 "biparental_care"
"KIP" "KIP_2014_-202" 2014-03-15 2014-03-15 "biparental_care"
"KIP" "KIP_2014_-203" 2014-03-18 2014-03-15 "biparental_care"
"KIP" "KIP_2014_-204" 2014-03-25 2014-03-20 "biparental_care"
"KIP" "KIP_2014_-205" 2014-04-02 2014-03-21 "biparental_care"
"KIP" "KIP_2014_-206" 2014-04-03 2014-04-03 "biparental_care"
"MP" "MP_2014_-107" 2014-04-22 2014-04-17 "biparental_care"
"MP" "MP_2014_-107" 2014-04-27 2014-04-17 "biparental_care"
"MP" "MP_2014_-103" 2014-03-18 2014-02-28 "male_care"
"MP" "MP_2014_-103" 2014-03-21 2014-02-28 "male_care"
"MP" "MP_2014_-103" 2014-03-24 2014-02-28 "male_care"
"MP" "MP_2014_-103" 2014-03-27 2014-02-28 "male_care"
"MP" "MP_2014_-103" 2014-04-01 2014-02-28 "male_care"
"WFP" "WFP_2014_-106" 2014-04-22 2014-04-20 "biparental_care"
"WFP" "WFP_2014_-106" 2014-04-24 2014-04-20 "biparental_care"
"WFP" "WFP_2014_-103" 2014-03-20 2014-03-09 "biparental_care"
"WFP" "WFP_2014_-103" 2014-04-07 2014-03-09 "biparental_care"
"WFP" "WFP_2014_-106" 2014-05-29 2014-04-20 "biparental_care"
"WFP" "WFP_2014_-106" 2014-05-14 2014-04-20 "biparental_care"
"WFP" "WFP_2014_-106" 2014-05-17 2014-04-20 "female_care"
"WFP" "WFP_2014_-106" 2014-05-23 2014-04-20 "biparental_care"
"WFP" "WFP_2014_-106" 2014-05-27 2014-04-20 "female_care"
"KIP" "KIP_2014_-107" 2014-03-21 2014-03-03 "male_care"
"MP" "MP_2014_-105" 2014-04-11 2014-04-02 "biparental_care"
"KIP" "KIP_2014_-114" 2014-04-02 2014-02-28 "female_care"
"KIP" "KIP_2014_-108" 2014-03-19 2014-03-04 "male_care"
"KIP" "KIP_2014_-108" 2014-03-19 2014-03-04 "male_care"
"KIP" "KIP_2014_-105" 2014-03-20 2014-03-13 "male_care"
"KIP" "KIP_2014_-105" 2014-03-22 2014-03-13 "male_care"
"KIP" "KIP_2014_-105" 2014-04-02 2014-03-13 "male_care"
"KIP" "KIP_2014_-105" 2014-04-03 2014-03-13 "male_care"
"KIP" "KIP_2014_-105" 2014-04-11 2014-03-13 "male_care"
"KIP" "KIP_2014_-105" 2014-04-14 2014-03-13 "male_care"
"KIP" "KIP_2014_-104" 2014-03-16 2014-02-20 "male_care"
"KIP" "KIP_2014_-104" 2014-03-20 2014-02-20 "male_care"
"KIP" "KIP_2014_-104" 2014-03-25 2014-02-20 "male_care"
"KIP" "KIP_2014_-104" 2014-03-31 2014-02-20 "male_care"
"KIP" "KIP_2014_-101" 2014-03-11 2014-02-25 "male_care"
"KIP" "KIP_2014_-101" 2014-03-20 2014-02-25 "male_care"
"KIP" "KIP_2014_-101" 2014-03-26 2014-02-25 "male_care"
"KIP" "KIP_2014_-101" 2014-03-27 2014-02-25 "male_care"
"KIP" "KIP_2014_-101" 2014-03-29 2014-02-25 "male_care"
"KIP" "KIP_2014_-101" 2014-04-02 2014-02-25 "male_care"
"KIP" "KIP_2014_-101" 2014-04-03 2014-02-25 "male_care"
"KIP" "KIP_2014_111" 2014-04-02 2014-04-02 "male_care"
"KIP" "KIP_2014_113" 2014-04-03 2014-04-03 "female_care"
"KIP" "KIP_2014_113" 2014-04-05 2014-04-03 "female_care"
"KIP" "KIP_2014_113" 2014-04-07 2014-04-03 "female_care"
"KIP" "KIP_2014_113" 2014-04-11 2014-04-03 "female_care"
"KIP" "KIP_2014_113" 2014-04-14 2014-04-03 "female_care"
"KIP" "KIP_2014_124" 2014-04-21 2014-04-18 "male_care"
"KIP" "KIP_2014_124" 2014-04-26 2014-04-18 "male_care"
"KIP" "KIP_2014_124" 2014-04-29 2014-04-18 "male_care"
"MP" "MP_2014_-104" 2014-04-07 2014-03-19 "biparental_care"
"MP" "MP_2014_-104" 2014-04-11 2014-03-19 "biparental_care"
"MP" "MP_2014_-104" 2014-04-21 2014-03-19 "biparental_care"
"MP" "MP_2014_-102" 2014-03-20 2014-03-09 "biparental_care"
"MP" "MP_2014_-102" 2014-03-25 2014-03-09 "biparental_care"
"MP" "MP_2014_-102" 2014-03-28 2014-03-09 "biparental_care"
"MP" "MP_2014_-102" 2014-03-29 2014-03-09 "biparental_care"
"WFP" "WFP_2014_-108" 2014-04-24 2014-04-21 "biparental_care"
"WFP" "WFP_2014_-108" 2014-04-29 2014-04-21 "biparental_care"
"WFP" "WFP_2014_-107" 2014-04-23 2014-04-06 "biparental_care"
"WFP" "WFP_2014_-107" 2014-04-26 2014-04-06 "biparental_care"
"WFP" "WFP_2014_-105" 2014-04-04 2014-03-23 "biparental_care"
"WFP" "WFP_2014_-105" 2014-04-14 2014-03-23 "biparental_care"
"WFP" "WFP_2014_-105" 2014-04-24 2014-03-23 "biparental_care"
"WFP" "WFP_2014_-102" 2014-03-16 2014-03-08 "biparental_care"
"WFP" "WFP_2014_-102" 2014-03-20 2014-03-08 "biparental_care"
"WFP" "WFP_2014_-102" 2014-03-25 2014-03-08 "biparental_care"
"WFP" "WFP_2014_-102" 2014-03-31 2014-03-08 "biparental_care"
"WFP" "WFP_2014_104" 2014-04-03 2014-04-02 "biparental_care"
"WFP" "WFP_2014_104" 2014-04-14 2014-04-02 "biparental_care"
"WFP" "WFP_2014_104" 2014-04-21 2014-04-02 "biparental_care"
"WFP" "WFP_2014_104" 2014-04-27 2014-04-02 "biparental_care"
"WFP" "WFP_2014_104" 2014-04-29 2014-04-02 "biparental_care"
"WFP" "WFP_2014_106" 2014-04-02 2014-04-01 "female_care"
"WFP" "WFP_2014_106" 2014-04-04 2014-04-01 "female_care"
"WFP" "WFP_2014_106" 2014-04-11 2014-04-01 "female_care"
"WFP" "WFP_2014_106" 2014-04-14 2014-04-01 "female_care"
"WFP" "WFP_2014_-107" 2014-05-14 2014-04-06 "biparental_care"
"WFP" "WFP_2014_-108" 2014-05-14 2014-04-21 "biparental_care"
"WFP" "WFP_2014_-108" 2014-05-22 2014-04-21 "female_care"
"WFP" "WFP_2014_-108" 2014-05-28 2014-04-21 "female_care"
"KIP" "KIP_2014_-103" 2014-03-13 2014-03-11 "male_care"
"KIP" "KIP_2014_-103" 2014-03-18 2014-03-11 "male_care"
"MP" "MP_2014_108" 2014-04-28 2014-04-28 "biparental_care"
"KIP" "KIP_2014_-1" 2014-03-13 2014-03-12 "male_care"
"KIP" "KIP_2014_-2" 2014-03-13 2014-03-10 "male_care"
"MP" "MP_2014_-1" 2014-03-13 2014-02-18 "female_care"
"KIP" "KIP_2014_-4" 2014-03-13 2014-03-11 "male_care"
"MP" "MP_2014_-1" 2014-03-20 2014-02-18 "biparental_care"
"KIP" "KIP_2014_-4" 2014-03-20 2014-03-11 "male_care"
"KIP" "KIP_2014_-7" 2014-03-20 2014-03-17 "male_care"
"KIP" "KIP_2014_-4" 2014-03-25 2014-03-11 "male_care"
"KIP" "KIP_2014_11" 2014-03-25 2014-03-19 "female_care"
"KIP" "KIP_2014_-4" 2014-03-26 2014-03-11 "male_care"
"KIP" "KIP_2014_-1" 2014-03-26 2014-03-12 "male_care"
"MP" "MP_2014_-1" 2014-03-26 2014-02-18 "biparental_care"
"MP" "MP_2014_-1" 2014-03-29 2014-02-18 "biparental_care"
"KIP" "KIP_2014_11" 2014-03-29 2014-03-19 "female_care"
"MP" "MP_2014_-2" 2014-04-01 2014-03-17 "biparental_care"
"KIP" "KIP_2014_-4" 2014-04-15 2014-03-11 "male_care"
"KIP" "KIP_2014_-4" 2014-04-18 2014-03-11 "male_care"
"WFP" "WFP_2014_-8" 2014-05-07 2014-04-29 "female_care"
"WFP" "WFP_2014_-8" 2014-05-29 2014-04-29 "female_care"
