"population" "date" "hatch_date" "care_system" "family_ID"
"WFP" "2013-05-27" "2013-04-30" "biparental_care" "family_2790"
"WFP" "2013-06-08" "2013-04-30" "biparental_care" "family_2790"
"WFP" "2013-06-07" "2013-06-06" "biparental_care" "family_2796"
"WFP" "2013-06-14" "2013-06-06" "biparental_care" "family_2796"
"WFP" "2013-06-18" "2013-06-06" "biparental_care" "family_2796"
"WFP" "2013-06-09" "2013-06-09" "biparental_care" "family_2801"
"WFP" "2013-04-07" "2013-04-06" "biparental_care" "family_2774"
"WFP" "2013-04-10" "2013-04-06" "biparental_care" "family_2774"
"WFP" "2013-04-11" "2013-04-06" "biparental_care" "family_2774"
"WFP" "2013-04-12" "2013-04-06" "female_care" "family_2774"
"WFP" "2013-04-13" "2013-04-06" "biparental_care" "family_2774"
"WFP" "2013-04-14" "2013-04-06" "biparental_care" "family_2774"
"WFP" "2013-04-22" "2013-04-06" "biparental_care" "family_2774"
"WFP" "2013-04-24" "2013-04-06" "biparental_care" "family_2774"
"WFP" "2013-04-23" "2013-04-23" "biparental_care" "family_2776"
"WFP" "2013-04-29" "2013-04-28" "female_care" "family_2781"
"WFP" "2013-05-01" "2013-04-28" "biparental_care" "family_2781"
"WFP" "2013-05-04" "2013-04-28" "biparental_care" "family_2781"
"WFP" "2013-05-04" "2013-04-28" "biparental_care" "family_2781"
"WFP" "2013-05-05" "2013-04-28" "biparental_care" "family_2781"
"WFP" "2013-05-08" "2013-04-28" "biparental_care" "family_2781"
"WFP" "2013-04-29" "2013-04-29" "biparental_care" "family_2783"
"WFP" "2013-05-01" "2013-04-29" "biparental_care" "family_2783"
"WFP" "2013-05-09" "2013-04-29" "biparental_care" "family_2783"
"KIP" "2014-03-14" "2014-03-14" "male_care" "family_233"
"MP" "2014-03-11" "2014-02-09" "biparental_care" "family_2085"
"MP" "2014-03-28" "2014-03-28" "biparental_care" "family_2099"
"MP" "2014-04-07" "2014-03-28" "biparental_care" "family_2099"
"WFP" "2014-05-20" "2014-05-20" "male_care" "family_2810"
"KIP" "2014-04-06" "2014-04-02" "male_care" "family_220"
"MP" "2014-04-06" "2014-04-03" "female_care" "family_2096"
"KIP" "2014-03-14" "2014-03-11" "male_care" "family_226"
"KIP" "2014-03-17" "2014-03-11" "male_care" "family_227"
"KIP" "2014-03-21" "2014-03-19" "male_care" "family_229"
"MP" "2014-03-21" "2014-03-19" "biparental_care" "family_2102"
"MP" "2014-03-24" "2014-03-19" "biparental_care" "family_2102"
"WFP" "2014-03-26" "2014-03-19" "biparental_care" "family_2832"
"MP" "2014-03-28" "2014-03-19" "biparental_care" "family_2102"
"WFP" "2014-04-08" "2014-03-19" "biparental_care" "family_2832"
"WFP" "2014-04-08" "2014-04-03" "biparental_care" "family_2842"
"KIP" "2014-04-10" "2014-03-11" "male_care" "family_227"
"WFP" "2014-04-17" "2014-03-19" "biparental_care" "family_2832"
"WFP" "2014-04-18" "2014-04-16" "male_care" "family_2830"
"WFP" "2014-04-19" "2014-03-19" "biparental_care" "family_2832"
"MP" "2014-04-19" "2014-03-17" "biparental_care" "family_2092"
"WFP" "2014-04-26" "2014-04-03" "biparental_care" "family_2842"
"KIP" "2014-04-27" "2014-04-11" "female_care" "family_263"
"MP" "2014-03-19" "2014-02-13" "biparental_care" "family_2093"
"MP" "2014-03-19" "2014-02-23" "biparental_care" "family_2094"
"MP" "2014-03-25" "2014-03-12" "biparental_care" "family_2095"
"KIP" "2014-03-25" "2014-03-23" "male_care" "family_216"
"WFP" "2014-03-25" "2014-03-08" "biparental_care" "family_2811"
"WFP" "2014-03-24" "2014-03-24" "biparental_care" "family_2812"
"WFP" "2014-04-11" "2014-04-09" "biparental_care" "family_2813"
"MP" "2014-03-15" "2014-02-13" "biparental_care" "family_2093"
"KIP" "2014-03-14" "2014-03-13" "biparental_care" "family_205"
"KIP" "2014-03-15" "2014-03-15" "biparental_care" "family_206"
"KIP" "2014-03-18" "2014-03-15" "biparental_care" "family_207"
"KIP" "2014-03-25" "2014-03-20" "biparental_care" "family_208"
"KIP" "2014-04-02" "2014-03-21" "biparental_care" "family_209"
"KIP" "2014-04-03" "2014-04-03" "biparental_care" "family_210"
"MP" "2014-04-22" "2014-04-17" "biparental_care" "family_2091"
"MP" "2014-04-27" "2014-04-17" "biparental_care" "family_2091"
"MP" "2014-03-18" "2014-02-28" "male_care" "family_2087"
"MP" "2014-03-21" "2014-02-28" "male_care" "family_2087"
"MP" "2014-03-24" "2014-02-28" "male_care" "family_2087"
"MP" "2014-03-27" "2014-02-28" "male_care" "family_2087"
"MP" "2014-04-01" "2014-02-28" "male_care" "family_2087"
"WFP" "2014-04-22" "2014-04-20" "biparental_care" "family_2806"
"WFP" "2014-04-24" "2014-04-20" "biparental_care" "family_2806"
"WFP" "2014-03-20" "2014-03-09" "biparental_care" "family_2804"
"WFP" "2014-04-07" "2014-03-09" "biparental_care" "family_2804"
"WFP" "2014-05-29" "2014-04-20" "biparental_care" "family_2806"
"WFP" "2014-05-14" "2014-04-20" "biparental_care" "family_2806"
"WFP" "2014-05-17" "2014-04-20" "female_care" "family_2806"
"WFP" "2014-05-23" "2014-04-20" "biparental_care" "family_2806"
"WFP" "2014-05-27" "2014-04-20" "female_care" "family_2806"
"KIP" "2014-03-21" "2014-03-03" "male_care" "family_188"
"MP" "2014-04-11" "2014-04-02" "biparental_care" "family_2089"
"KIP" "2014-04-02" "2014-02-28" "female_care" "family_192"
"KIP" "2014-03-19" "2014-03-04" "male_care" "family_189"
"KIP" "2014-03-19" "2014-03-04" "male_care" "family_189"
"KIP" "2014-03-20" "2014-03-13" "male_care" "family_187"
"KIP" "2014-03-22" "2014-03-13" "male_care" "family_187"
"KIP" "2014-04-02" "2014-03-13" "male_care" "family_187"
"KIP" "2014-04-03" "2014-03-13" "male_care" "family_187"
"KIP" "2014-04-11" "2014-03-13" "male_care" "family_187"
"KIP" "2014-04-14" "2014-03-13" "male_care" "family_187"
"KIP" "2014-03-16" "2014-02-20" "male_care" "family_186"
"KIP" "2014-03-20" "2014-02-20" "male_care" "family_186"
"KIP" "2014-03-25" "2014-02-20" "male_care" "family_186"
"KIP" "2014-03-31" "2014-02-20" "male_care" "family_186"
"KIP" "2014-03-11" "2014-02-25" "male_care" "family_184"
"KIP" "2014-03-20" "2014-02-25" "male_care" "family_184"
"KIP" "2014-03-26" "2014-02-25" "male_care" "family_184"
"KIP" "2014-03-27" "2014-02-25" "male_care" "family_184"
"KIP" "2014-03-29" "2014-02-25" "male_care" "family_184"
"KIP" "2014-04-02" "2014-02-25" "male_care" "family_184"
"KIP" "2014-04-03" "2014-02-25" "male_care" "family_184"
"KIP" "2014-04-02" "2014-04-02" "male_care" "family_234"
"KIP" "2014-04-03" "2014-04-03" "female_care" "family_237"
"KIP" "2014-04-05" "2014-04-03" "female_care" "family_237"
"KIP" "2014-04-07" "2014-04-03" "female_care" "family_237"
"KIP" "2014-04-11" "2014-04-03" "female_care" "family_237"
"KIP" "2014-04-14" "2014-04-03" "female_care" "family_237"
"KIP" "2014-04-21" "2014-04-18" "male_care" "family_240"
"KIP" "2014-04-26" "2014-04-18" "male_care" "family_240"
"KIP" "2014-04-29" "2014-04-18" "male_care" "family_240"
"MP" "2014-04-07" "2014-03-19" "biparental_care" "family_2088"
"MP" "2014-04-11" "2014-03-19" "biparental_care" "family_2088"
"MP" "2014-04-21" "2014-03-19" "biparental_care" "family_2088"
"MP" "2014-03-20" "2014-03-09" "biparental_care" "family_2086"
"MP" "2014-03-25" "2014-03-09" "biparental_care" "family_2086"
"MP" "2014-03-28" "2014-03-09" "biparental_care" "family_2086"
"MP" "2014-03-29" "2014-03-09" "biparental_care" "family_2086"
"WFP" "2014-04-24" "2014-04-21" "biparental_care" "family_2808"
"WFP" "2014-04-29" "2014-04-21" "biparental_care" "family_2808"
"WFP" "2014-04-23" "2014-04-06" "biparental_care" "family_2807"
"WFP" "2014-04-26" "2014-04-06" "biparental_care" "family_2807"
"WFP" "2014-04-04" "2014-03-23" "biparental_care" "family_2805"
"WFP" "2014-04-14" "2014-03-23" "biparental_care" "family_2805"
"WFP" "2014-04-24" "2014-03-23" "biparental_care" "family_2805"
"WFP" "2014-03-16" "2014-03-08" "biparental_care" "family_2803"
"WFP" "2014-03-20" "2014-03-08" "biparental_care" "family_2803"
"WFP" "2014-03-25" "2014-03-08" "biparental_care" "family_2803"
"WFP" "2014-03-31" "2014-03-08" "biparental_care" "family_2803"
"WFP" "2014-04-03" "2014-04-02" "biparental_care" "family_2820"
"WFP" "2014-04-14" "2014-04-02" "biparental_care" "family_2820"
"WFP" "2014-04-21" "2014-04-02" "biparental_care" "family_2820"
"WFP" "2014-04-27" "2014-04-02" "biparental_care" "family_2820"
"WFP" "2014-04-29" "2014-04-02" "biparental_care" "family_2820"
"WFP" "2014-04-02" "2014-04-01" "female_care" "family_2822"
"WFP" "2014-04-04" "2014-04-01" "female_care" "family_2822"
"WFP" "2014-04-11" "2014-04-01" "female_care" "family_2822"
"WFP" "2014-04-14" "2014-04-01" "female_care" "family_2822"
"WFP" "2014-05-14" "2014-04-06" "biparental_care" "family_2807"
"WFP" "2014-05-14" "2014-04-21" "biparental_care" "family_2808"
"WFP" "2014-05-22" "2014-04-21" "female_care" "family_2808"
"WFP" "2014-05-28" "2014-04-21" "female_care" "family_2808"
"KIP" "2014-03-13" "2014-03-11" "male_care" "family_185"
"KIP" "2014-03-18" "2014-03-11" "male_care" "family_185"
"MP" "2014-04-28" "2014-04-28" "biparental_care" "family_2101"
"KIP" "2014-03-13" "2014-03-12" "male_care" "family_182"
"KIP" "2014-03-13" "2014-03-10" "male_care" "family_204"
"MP" "2014-03-13" "2014-02-18" "female_care" "family_2084"
"KIP" "2014-03-13" "2014-03-11" "male_care" "family_225"
"MP" "2014-03-20" "2014-02-18" "biparental_care" "family_2084"
"KIP" "2014-03-20" "2014-03-11" "male_care" "family_225"
"KIP" "2014-03-20" "2014-03-17" "male_care" "family_228"
"KIP" "2014-03-25" "2014-03-11" "male_care" "family_225"
"KIP" "2014-03-25" "2014-03-19" "female_care" "family_232"
"KIP" "2014-03-26" "2014-03-11" "male_care" "family_225"
"KIP" "2014-03-26" "2014-03-12" "male_care" "family_182"
"MP" "2014-03-26" "2014-02-18" "biparental_care" "family_2084"
"MP" "2014-03-29" "2014-02-18" "biparental_care" "family_2084"
"KIP" "2014-03-29" "2014-03-19" "female_care" "family_232"
"MP" "2014-04-01" "2014-03-17" "biparental_care" "family_2092"
"KIP" "2014-04-15" "2014-03-11" "male_care" "family_225"
"KIP" "2014-04-18" "2014-03-11" "male_care" "family_225"
"WFP" "2014-05-07" "2014-04-29" "female_care" "family_2815"
"WFP" "2014-05-29" "2014-04-29" "female_care" "family_2815"
"WFP" "2014-05-14" "2014-04-29" "biparental_care" "family_2815"
"WFP" "2014-05-23" "2014-04-29" "biparental_care" "family_2815"
"WFP" "2014-05-27" "2014-04-29" "biparental_care" "family_2815"
"MP" "2014-03-24" "2014-02-18" "biparental_care" "family_2084"
"KIP" "2014-05-05" "2014-05-05" "male_care" "family_211"
"MP" "2014-05-16" "2014-04-28" "biparental_care" "family_2104"
"WFP" "2014-05-28" "2014-04-28" "biparental_care" "family_2837"
"KIP" "2014-05-31" "2014-05-05" "male_care" "family_211"
"MP" "2014-05-31" "2014-04-28" "biparental_care" "family_2104"
"KIP" "2014-05-16" "2014-05-05" "male_care" "family_211"
"KIP" "2014-05-28" "2014-05-05" "male_care" "family_212"
"MP" "2014-05-28" "2014-04-28" "biparental_care" "family_2104"
"WFP" "2014-03-26" "2014-03-14" "biparental_care" "family_2814"
"KIP" "2014-03-31" "2014-03-31" "female_care" "family_255"
"KIP" "2014-04-02" "2014-04-01" "male_care" "family_261"
"WFP" "2014-04-02" "2014-03-14" "biparental_care" "family_2814"
"WFP" "2014-04-09" "2014-03-14" "biparental_care" "family_2814"
"KIP" "2014-04-15" "2014-04-15" "male_care" "family_259"
"WFP" "2014-04-17" "2014-04-09" "biparental_care" "family_2836"
"KIP" "2014-04-17" "2014-04-15" "male_care" "family_259"
"WFP" "2014-04-17" "2014-03-14" "male_care" "family_2814"
"KIP" "2014-04-25" "2014-04-17" "male_care" "family_198"
"KIP" "2014-04-05" "2014-04-04" "male_care" "family_193"
"KIP" "2014-04-09" "2014-03-21" "male_care" "family_191"
"KIP" "2014-03-27" "2014-03-15" "male_care" "family_190"
"KIP" "2014-04-05" "2014-03-15" "male_care" "family_190"
"KIP" "2014-04-10" "2014-03-15" "male_care" "family_190"
"KIP" "2014-04-12" "2014-03-15" "male_care" "family_190"
"KIP" "2014-04-14" "2014-03-15" "male_care" "family_190"
"KIP" "2014-04-19" "2014-03-15" "male_care" "family_190"
"KIP" "2014-04-08" "2014-04-08" "male_care" "family_238"
"KIP" "2014-04-12" "2014-04-08" "male_care" "family_238"
"KIP" "2014-04-15" "2014-04-08" "male_care" "family_238"
"MP" "2014-04-12" "2014-04-08" "biparental_care" "family_2090"
"MP" "2014-04-15" "2014-04-08" "biparental_care" "family_2090"
"MP" "2014-04-19" "2014-04-08" "biparental_care" "family_2090"
"MP" "2014-04-25" "2014-04-08" "biparental_care" "family_2090"
"MP" "2014-04-27" "2014-04-08" "biparental_care" "family_2090"
"MP" "2014-04-12" "2014-04-12" "biparental_care" "family_2100"
"MP" "2014-04-15" "2014-04-12" "biparental_care" "family_2100"
"MP" "2014-04-19" "2014-04-12" "biparental_care" "family_2100"
"MP" "2014-04-25" "2014-04-12" "biparental_care" "family_2100"
"MP" "2014-04-27" "2014-04-12" "biparental_care" "family_2100"
"WFP" "2014-04-25" "2014-04-10" "biparental_care" "family_2809"
"WFP" "2014-04-12" "2014-04-10" "biparental_care" "family_2823"
"WFP" "2014-04-14" "2014-04-10" "biparental_care" "family_2823"
